"row_ID","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","YEAR_earliest","YEAR_latest","Repeats","ValueType","Method","SurveyedArea","LAT","LONG","lat_grid","lon_grid","gridcell","Region","FRic","FEve","SR","FDis","qual.FRic","AlpArc","AZONE","ELEV","MOISTURE","TempSeas","TempMaxSum","TempMinWin","TempAvSum","TempAvWin","PrecipAnn","PrecipSeas","SnowAnn","permafrost","ShrubCover","GraminoidCover","ForbCover","PlotDominatingFG","Duration"
4589,"THUFUVER:PALSA:PALSA3_10:2007","THUFUVER:PALSA:PALSA3_10","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_10",2007,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",20.0581295686358,0.682311164309173,8,2.6589085168255,0.826207400347038,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",54.2857142857143,14.2857142857143,31.4285714285714,"Shrub-Dominated",23
4590,"THUFUVER:PALSA:PALSA3_11:1984","THUFUVER:PALSA:PALSA3_11","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_11",1984,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",18.0746956337765,0.729085069629319,7,2.65794328857323,0.864571149634384,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",44,32,24,"None",23
4591,"THUFUVER:PALSA:PALSA3_11:1985","THUFUVER:PALSA:PALSA3_11","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_11",1985,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",22.6997685581219,0.692212705874476,8,2.91431939945909,0.833865476003019,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",38.0952380952381,23.8095238095238,38.0952380952381,"None",23
4592,"THUFUVER:PALSA:PALSA3_11:1986","THUFUVER:PALSA:PALSA3_11","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_11",1986,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",11.9852189070482,0.727922484517,6,2.54113709541017,0.863114206884469,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",51.6129032258064,25.8064516129032,22.5806451612903,"Shrub-Dominated",23
4593,"THUFUVER:PALSA:PALSA3_11:1987","THUFUVER:PALSA:PALSA3_11","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_11",1987,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",17.6752645665697,0.663919198151901,7,2.77448947351593,0.867761090269826,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",45.4545454545455,27.2727272727273,27.2727272727273,"None",23
4594,"THUFUVER:PALSA:PALSA3_11:1988","THUFUVER:PALSA:PALSA3_11","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_11",1988,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",15.6874575223753,0.73101350803494,8,2.70793619684358,0.835422120992297,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",33.3333333333334,33.3333333333333,33.3333333333333,"None",23
4595,"THUFUVER:PALSA:PALSA3_11:1989","THUFUVER:PALSA:PALSA3_11","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_11",1989,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",18.0560046563866,0.778194575473284,8,2.81845512673108,0.793084949237192,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",50,10.7142857142857,39.2857142857143,"None",23
4596,"THUFUVER:PALSA:PALSA3_11:1990","THUFUVER:PALSA:PALSA3_11","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_11",1990,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",20.4392629538256,0.721389390163537,8,2.41604946821852,0.858924185764873,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",43.75,34.375,21.875,"None",23
4597,"THUFUVER:PALSA:PALSA3_11:2007","THUFUVER:PALSA:PALSA3_11","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_11",2007,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",21.5902565725221,0.794077237555362,9,2.80051465280296,0.761816145016627,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",72.5,8.75,18.75,"Shrub-Dominated",23
4598,"THUFUVER:PALSA:PALSA3_12:1984","THUFUVER:PALSA:PALSA3_12","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_12",1984,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",17.6684624571402,0.814273989102975,8,2.94485871526574,0.761678696886237,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",46.4285714285714,25,28.5714285714286,"None",23
4599,"THUFUVER:PALSA:PALSA3_12:1985","THUFUVER:PALSA:PALSA3_12","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_12",1985,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",18.929817172693,0.760771153175831,9,2.6563729745772,0.809476538135185,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",40.9090909090909,27.2727272727273,31.8181818181818,"None",23
4600,"THUFUVER:PALSA:PALSA3_12:1986","THUFUVER:PALSA:PALSA3_12","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_12",1986,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",22.8443519167453,0.700619097958936,9,2.86206898650947,0.859368015826297,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",67.3913043478261,8.69565217391304,23.9130434782609,"Shrub-Dominated",23
4601,"THUFUVER:PALSA:PALSA3_12:1987","THUFUVER:PALSA:PALSA3_12","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_12",1987,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",20.2950225402463,0.669851423850726,12,3.04754441567961,0.690806265657463,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",38.6363636363636,25,36.3636363636364,"None",23
4602,"THUFUVER:PALSA:PALSA3_12:1988","THUFUVER:PALSA:PALSA3_12","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_12",1988,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",19.2840572219415,0.819269708421305,9,2.76149224645143,0.745212475542367,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",52.9411764705882,17.6470588235294,29.4117647058824,"Shrub-Dominated",23
4603,"THUFUVER:PALSA:PALSA3_12:1989","THUFUVER:PALSA:PALSA3_12","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_12",1989,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",15.5255941165587,0.658841486474119,7,2.73358426502368,0.817961510343612,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",57.1428571428571,14.2857142857143,28.5714285714286,"Shrub-Dominated",23
4604,"THUFUVER:PALSA:PALSA3_12:1990","THUFUVER:PALSA:PALSA3_12","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_12",1990,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",15.6148820982914,0.832432858561034,8,2.72878346581566,0.806807641068457,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",71.4285714285715,17.8571428571429,10.7142857142857,"Shrub-Dominated",23
4605,"THUFUVER:PALSA:PALSA3_12:2007","THUFUVER:PALSA:PALSA3_12","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_12",2007,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",22.7185629043634,0.682711738616978,11,2.69337149364256,0.721738710723807,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",56,30,14,"Shrub-Dominated",23
4606,"THUFUVER:PALSA:PALSA3_13:1984","THUFUVER:PALSA:PALSA3_13","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_13",1984,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",18.7340756808036,0.712716520088728,9,2.9323415782095,0.768392496652314,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",74.5454545454546,7.27272727272727,18.1818181818182,"Shrub-Dominated",23
4607,"THUFUVER:PALSA:PALSA3_13:1985","THUFUVER:PALSA:PALSA3_13","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_13",1985,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",19.6044332968522,0.687839908941891,9,2.98630462797864,0.750360390242702,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",67.3076923076923,17.3076923076923,15.3846153846154,"Shrub-Dominated",23
4608,"THUFUVER:PALSA:PALSA3_13:1986","THUFUVER:PALSA:PALSA3_13","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_13",1986,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",22.5402843279938,0.702237644981595,10,3.00247192924082,0.80094020215018,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",53.8461538461538,20.5128205128205,25.6410256410256,"Shrub-Dominated",23
4609,"THUFUVER:PALSA:PALSA3_13:1987","THUFUVER:PALSA:PALSA3_13","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_13",1987,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",30.4401868280408,0.573069779085855,12,3.05336255338381,0.785617096002548,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",64.3835616438357,10.958904109589,24.6575342465753,"Shrub-Dominated",23
4610,"THUFUVER:PALSA:PALSA3_13:1988","THUFUVER:PALSA:PALSA3_13","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_13",1988,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",23.7280886076935,0.687479684787919,10,2.88836327438105,0.822042132394949,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",75.4716981132076,5.66037735849057,18.8679245283019,"Shrub-Dominated",23
4611,"THUFUVER:PALSA:PALSA3_13:1989","THUFUVER:PALSA:PALSA3_13","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_13",1989,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",21.4434755469164,0.713084877736162,9,2.93933253523327,0.787429882169333,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",58.8235294117647,14.7058823529412,26.4705882352941,"Shrub-Dominated",23
4612,"THUFUVER:PALSA:PALSA3_13:1990","THUFUVER:PALSA:PALSA3_13","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_13",1990,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",19.8558543883073,0.578703854293941,10,3.00548579671202,0.754868161576885,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",71.1538461538462,13.4615384615385,15.3846153846154,"Shrub-Dominated",23
4613,"THUFUVER:PALSA:PALSA3_13:2007","THUFUVER:PALSA:PALSA3_13","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_13",2007,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",19.1179823728429,0.584296375024408,8,2.49092371470887,0.848764442047058,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",41.0256410256411,41.025641025641,17.9487179487179,"None",23
4614,"THUFUVER:PALSA:PALSA3_14:1984","THUFUVER:PALSA:PALSA3_14","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_14",1984,1984,2007,7,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",16.5021124443005,0.749696111081583,7,2.5234284999227,0.809598033566358,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",61.1111111111111,27.7777777777778,11.1111111111111,"Shrub-Dominated",23
4615,"THUFUVER:PALSA:PALSA3_14:1986","THUFUVER:PALSA:PALSA3_14","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_14",1986,1984,2007,7,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",19.5475523240937,0.670054055220492,9,2.53167095925471,0.810021361953954,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",33.3333333333333,39.3939393939394,27.2727272727273,"None",23
4616,"THUFUVER:PALSA:PALSA3_14:1987","THUFUVER:PALSA:PALSA3_14","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_14",1987,1984,2007,7,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",16.9328901964036,0.702631551320266,7,2.24763645478903,0.814807233751799,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",74.2857142857143,17.1428571428571,8.57142857142857,"Shrub-Dominated",23
4617,"THUFUVER:PALSA:PALSA3_14:1988","THUFUVER:PALSA:PALSA3_14","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_14",1988,1984,2007,7,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",16.9328901964036,0.610183954162741,7,2.47114015260418,0.814807233751799,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",66.6666666666667,26.6666666666667,6.66666666666667,"Shrub-Dominated",23
4618,"THUFUVER:PALSA:PALSA3_14:1989","THUFUVER:PALSA:PALSA3_14","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_14",1989,1984,2007,7,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",15.9547866715185,0.742326181296785,7,2.29622409543796,0.837406691482374,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",30.5555555555555,44.4444444444444,25,"None",23
4619,"THUFUVER:PALSA:PALSA3_14:1990","THUFUVER:PALSA:PALSA3_14","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_14",1990,1984,2007,7,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",20.8025031254647,0.729233509103668,9,2.4688622158293,0.76523625979655,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",25,37.5,37.5,"None",23
4620,"THUFUVER:PALSA:PALSA3_14:2007","THUFUVER:PALSA:PALSA3_14","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_14",2007,1984,2007,7,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",15.7831466385585,0.653729263322808,8,2.3425529885026,0.825228221718248,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",34.4827586206897,51.7241379310345,13.7931034482759,"Graminoid-Dominated",23
4621,"THUFUVER:PALSA:PALSA3_15:1984","THUFUVER:PALSA:PALSA3_15","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_15",1984,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",19.7783233870419,0.634511464101388,7,2.55391855550225,0.874830160051014,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",34.7826086956522,39.1304347826087,26.0869565217391,"None",23
4622,"THUFUVER:PALSA:PALSA3_15:1985","THUFUVER:PALSA:PALSA3_15","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_15",1985,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",14.5460325705911,0.67768481420163,6,2.4452369320688,0.886206586245154,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",40.625,40.625,18.75,"None",23
4623,"THUFUVER:PALSA:PALSA3_15:1986","THUFUVER:PALSA:PALSA3_15","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_15",1986,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",19.3826836419977,0.644339189455582,8,1.77627565567084,0.800774850697049,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",19.0476190476191,61.9047619047619,19.047619047619,"Graminoid-Dominated",23
4624,"THUFUVER:PALSA:PALSA3_15:1987","THUFUVER:PALSA:PALSA3_15","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_15",1987,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",23.962413260626,0.765506837599307,9,2.67425290024478,0.791411215427701,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",40,37.1428571428571,22.8571428571429,"None",23
4625,"THUFUVER:PALSA:PALSA3_15:1988","THUFUVER:PALSA:PALSA3_15","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_15",1988,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",21.576341446269,0.740601458604218,8,2.03215772304002,0.814854172393289,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",18.75,59.375,21.875,"Graminoid-Dominated",23
4626,"THUFUVER:PALSA:PALSA3_15:1989","THUFUVER:PALSA:PALSA3_15","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_15",1989,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",21.0266444439443,0.663320160913835,8,2.24840208336914,0.88453014370797,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",14.2857142857143,42.8571428571429,42.8571428571429,"None",23
4627,"THUFUVER:PALSA:PALSA3_15:1990","THUFUVER:PALSA:PALSA3_15","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_15",1990,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",21.115477129157,0.762429485029926,8,2.49462162050844,0.821526259240245,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",37.037037037037,44.4444444444444,18.5185185185185,"None",23
4628,"THUFUVER:PALSA:PALSA3_15:2007","THUFUVER:PALSA:PALSA3_15","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_15",2007,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",30.8714274798222,0.68094712647936,11,2.35970193416472,0.82676908147033,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",80.952380952381,11.9047619047619,7.14285714285714,"Shrub-Dominated",23
4629,"THUFUVER:PALSA:PALSA3_16:1984","THUFUVER:PALSA:PALSA3_16","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_16",1984,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",24.351458188539,0.82570460229774,10,2.85807206058846,0.766281320052781,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",38.7096774193548,25.8064516129032,35.4838709677419,"None",23
4630,"THUFUVER:PALSA:PALSA3_16:1985","THUFUVER:PALSA:PALSA3_16","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_16",1985,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",19.7783233870419,0.870000181710715,7,2.54685530351657,0.874830160051014,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",25,40,35,"None",23
4631,"THUFUVER:PALSA:PALSA3_16:1986","THUFUVER:PALSA:PALSA3_16","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_16",1986,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",18.4958755422693,0.680362338655494,9,2.87933972750827,0.784630165615371,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",45.1612903225806,29.0322580645161,25.8064516129032,"None",23
4632,"THUFUVER:PALSA:PALSA3_16:1987","THUFUVER:PALSA:PALSA3_16","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_16",1987,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",23.7416983617468,0.709958000891239,9,2.84596692003417,0.783329770064242,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",30.5555555555555,22.2222222222222,47.2222222222222,"None",23
4633,"THUFUVER:PALSA:PALSA3_16:1988","THUFUVER:PALSA:PALSA3_16","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_16",1988,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",18.797602468337,0.799715976249433,8,2.5514303170432,0.81227348463055,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",24.1379310344827,37.9310344827586,37.9310344827586,"None",23
4634,"THUFUVER:PALSA:PALSA3_16:1989","THUFUVER:PALSA:PALSA3_16","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_16",1989,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",19.7783233870419,0.777515936407361,7,2.46017075355693,0.874830160051014,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",34.4827586206896,44.8275862068966,20.6896551724138,"None",23
4635,"THUFUVER:PALSA:PALSA3_16:1990","THUFUVER:PALSA:PALSA3_16","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_16",1990,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",14.5995185227866,0.683819021919924,7,2.51872255904978,0.858170959172523,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",43.4782608695653,34.7826086956522,21.7391304347826,"None",23
4636,"THUFUVER:PALSA:PALSA3_16:2007","THUFUVER:PALSA:PALSA3_16","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_16",2007,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",21.2160157344078,0.718675661895764,8,2.87252733052519,0.893026875524255,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",67.3076923076923,17.3076923076923,15.3846153846154,"Shrub-Dominated",23
4637,"THUFUVER:PALSA:PALSA3_17:1984","THUFUVER:PALSA:PALSA3_17","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_17",1984,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",24.8764253099696,0.747049838863987,9,2.68647983936469,0.78071350311744,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",45.4545454545455,33.3333333333333,21.2121212121212,"None",23
4638,"THUFUVER:PALSA:PALSA3_17:1985","THUFUVER:PALSA:PALSA3_17","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_17",1985,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",30.5599479382761,0.614809140523744,13,2.96375572952439,0.732515467622312,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",40.4255319148936,17.0212765957447,42.5531914893617,"None",23
4639,"THUFUVER:PALSA:PALSA3_17:1986","THUFUVER:PALSA:PALSA3_17","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_17",1986,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",24.3386492475304,0.81708981396639,11,3.247302731552,0.808084624609672,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",60,20,20,"Shrub-Dominated",23
4640,"THUFUVER:PALSA:PALSA3_17:1987","THUFUVER:PALSA:PALSA3_17","THUFUVER:PALSA","THUFUVER","PALSA","PALSA3_17",1987,1984,2007,8,"pf_all_plot","Point-framing (sum)",0.25,64.57,-18.6,64.5,-18.5,"64.5_-18.5","GreenIceland",26.5642899775828,0.695856438016919,10,2.58050319440265,0.758255222309349,"Subarctic","LOW",600,"DRY",4223,8.4,-7.6,6,-4.9,952,18,708,"sporadic",32.5,40,27.5,"None",23
