"row_ID","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","YEAR_earliest","YEAR_latest","Repeats","ValueType","Method","SurveyedArea","LAT","LONG","lat_grid","lon_grid","gridcell","Region","FRic","FEve","FDis","SR","qual.FRic","AlpArc","AZONE","ELEV","MOISTURE","TempSeas","TempMaxSum","TempMinWin","TempAvSum","TempAvWin","PrecipAnn","PrecipSeas","SnowAnn","permafrost","EShrubCover","DShrubCover","GraminoidCover","ForbCover","PlotDominatingFG"
5410,"TOOLIK:IMNAVAIT:24:2007","TOOLIK:IMNAVAIT:24","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","24",2007,1989,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",25.0645584101829,0.742079565051742,2.78520785110818,12,0.755472271896482,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",31.25,39.0625,10.9375,18.75,"None"
5411,"TOOLIK:IMNAVAIT:25:1989","TOOLIK:IMNAVAIT:25","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","25",1989,1989,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",12.0741714853896,0.72921074747155,2.04687674716822,5,0.934356225112336,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",0,62.3188405797102,10.1449275362319,27.536231884058,"Deciduous_Shrub-Dominated"
5412,"TOOLIK:IMNAVAIT:25:2001","TOOLIK:IMNAVAIT:25","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","25",2001,1989,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",6.43202463318436,0.533175336887994,1.49203579844314,4,1,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",0,74.6987951807229,1.20481927710843,24.0963855421687,"Deciduous_Shrub-Dominated"
5413,"TOOLIK:IMNAVAIT:25:2007","TOOLIK:IMNAVAIT:25","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","25",2007,1989,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",NA,0.297706901048012,1.13349503641233,3,NA,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",0,81.3953488372093,1.16279069767442,17.4418604651163,"Deciduous_Shrub-Dominated"
5414,"TOOLIK:IMNAVAIT:26:1989","TOOLIK:IMNAVAIT:26","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","26",1989,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",23.4034888558631,0.754554207937459,2.36444919001031,10,0.834933213793877,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",27.0833333333333,39.5833333333333,18.75,14.5833333333333,"None"
5415,"TOOLIK:IMNAVAIT:26:1995","TOOLIK:IMNAVAIT:26","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","26",1995,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",19.6392889524337,0.681226817118989,2.18154290078947,8,0.856027157815623,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",22.4137931034483,31.0344827586207,39.6551724137931,6.89655172413793,"None"
5416,"TOOLIK:IMNAVAIT:26:2001","TOOLIK:IMNAVAIT:26","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","26",2001,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",22.619151420843,0.709589962086133,1.9700092288035,9,0.828644880788166,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",10.4477611940298,22.3880597014925,50.7462686567164,16.4179104477612,"Graminoid-Dominated"
5417,"TOOLIK:IMNAVAIT:26:2007","TOOLIK:IMNAVAIT:26","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","26",2007,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",17.6873153197868,0.704739017042566,2.06033952096336,8,0.839408393097708,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",12.1951219512195,28.0487804878049,51.219512195122,8.53658536585366,"Graminoid-Dominated"
5418,"TOOLIK:IMNAVAIT:27:1989","TOOLIK:IMNAVAIT:27","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","27",1989,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",17.1538943444655,0.635799914888999,2.53817776784611,8,0.908011825439791,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",38.0952380952381,14.2857142857143,42.8571428571429,4.76190476190476,"None"
5419,"TOOLIK:IMNAVAIT:27:1995","TOOLIK:IMNAVAIT:27","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","27",1995,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",15.4178841402639,0.62132345339618,2.42397621976824,8,0.882550196526383,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",56.25,20.8333333333333,20.8333333333333,2.08333333333333,"Evergreen_Shrub-Dominated"
5420,"TOOLIK:IMNAVAIT:27:2001","TOOLIK:IMNAVAIT:27","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","27",2001,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",17.4145801417316,0.610967281614944,2.63250946239762,7,0.934555755152733,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",32.7272727272727,30.9090909090909,32.7272727272727,3.63636363636364,"None"
5422,"TOOLIK:IMNAVAIT:28:1989","TOOLIK:IMNAVAIT:28","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","28",1989,1989,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",14.1641972005736,0.757580233896176,2.506429833413,7,0.803540416019,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",48.1481481481481,25.9259259259259,14.8148148148148,11.1111111111111,"None"
5423,"TOOLIK:IMNAVAIT:28:1995","TOOLIK:IMNAVAIT:28","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","28",1995,1989,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",21.8340414194961,0.773958173707999,2.84383141921524,12,0.77073303572205,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",44.1860465116279,13.953488372093,16.2790697674419,25.5813953488372,"None"
5424,"TOOLIK:IMNAVAIT:28:2007","TOOLIK:IMNAVAIT:28","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","28",2007,1989,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",17.7501378521974,0.71823104117455,2.76272482548563,8,0.843551123497602,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",38.4615384615385,10.2564102564103,25.6410256410256,25.6410256410256,"None"
5425,"TOOLIK:IMNAVAIT:29:1989","TOOLIK:IMNAVAIT:29","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","29",1989,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",16.3552320251086,0.714678545033585,2.36642244471091,8,0.847819089229532,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",33.3333333333333,21.5686274509804,41.1764705882353,3.92156862745098,"None"
5426,"TOOLIK:IMNAVAIT:29:1995","TOOLIK:IMNAVAIT:29","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","29",1995,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",23.7024332142854,0.710918978253673,2.42275456851357,9,0.841292771044671,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",43.1034482758621,27.5862068965517,27.5862068965517,1.72413793103448,"None"
5427,"TOOLIK:IMNAVAIT:29:2001","TOOLIK:IMNAVAIT:29","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","29",2001,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",17.2414856382662,0.770597953524683,2.23921287451913,9,0.831670345400258,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",22.0338983050847,28.8135593220339,40.6779661016949,8.47457627118644,"None"
5428,"TOOLIK:IMNAVAIT:29:2007","TOOLIK:IMNAVAIT:29","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","29",2007,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",16.3552320251086,0.785501118970898,2.33705083765932,8,0.847819089229532,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",22.3880597014925,25.3731343283582,47.7611940298507,4.47761194029851,"None"
5429,"TOOLIK:IMNAVAIT:2:1989","TOOLIK:IMNAVAIT:2","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","2",1989,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",18.1244101629054,0.800491866907214,2.27475244194653,9,0.77504927494516,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",21.7391304347826,41.304347826087,26.0869565217391,10.8695652173913,"None"
5430,"TOOLIK:IMNAVAIT:2:1995","TOOLIK:IMNAVAIT:2","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","2",1995,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",20.4978400936904,0.689388628892074,2.37835829987784,10,0.74669142167237,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",33.3333333333333,46.6666666666667,11.6666666666667,8.33333333333333,"None"
5431,"TOOLIK:IMNAVAIT:2:2001","TOOLIK:IMNAVAIT:2","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","2",2001,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",18.1244101629054,0.824533973331871,2.26208569224332,9,0.77504927494516,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",20.2898550724638,37.6811594202899,34.7826086956522,7.2463768115942,"None"
5432,"TOOLIK:IMNAVAIT:2:2007","TOOLIK:IMNAVAIT:2","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","2",2007,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",20.4978400936905,0.481591136938971,2.16332700910683,10,0.746691421672371,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",24.0963855421687,37.3493975903614,34.9397590361446,3.6144578313253,"None"
5433,"TOOLIK:IMNAVAIT:30:1989","TOOLIK:IMNAVAIT:30","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","30",1989,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",16.3799317832169,0.659033626275942,2.40997393949223,9,0.799655943763662,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",51.219512195122,12.1951219512195,21.9512195121951,14.6341463414634,"Evergreen_Shrub-Dominated"
5434,"TOOLIK:IMNAVAIT:30:1995","TOOLIK:IMNAVAIT:30","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","30",1995,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",18.2008679983508,0.400684047981156,2.13417202879472,8,0.88262853839047,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",47.7611940298507,19.4029850746269,26.865671641791,5.97014925373134,"None"
5435,"TOOLIK:IMNAVAIT:30:2001","TOOLIK:IMNAVAIT:30","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","30",2001,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",20.5148355191457,0.471187595603775,2.458347470022,8,0.893883967718675,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",44.1176470588235,16.1764705882353,30.8823529411765,8.82352941176471,"None"
5436,"TOOLIK:IMNAVAIT:30:2007","TOOLIK:IMNAVAIT:30","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","30",2007,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",21.2251333858571,0.481720760743689,2.14370015161184,9,0.818162348529926,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",31.7073170731707,26.8292682926829,36.5853658536585,4.8780487804878,"None"
5437,"TOOLIK:IMNAVAIT:31:2001","TOOLIK:IMNAVAIT:31","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","31",2001,2001,2007,2,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",22.7646333431857,0.73852931397975,2.50893600970549,9,0.847535301123391,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",29.6296296296296,35.1851851851852,33.3333333333333,1.85185185185185,"None"
5438,"TOOLIK:IMNAVAIT:31:2007","TOOLIK:IMNAVAIT:31","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","31",2007,2001,2007,2,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",23.4618555812226,0.519262661864115,2.63150576313672,11,0.782716038262973,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",31.8840579710145,23.1884057971014,40.5797101449275,4.34782608695652,"None"
5439,"TOOLIK:IMNAVAIT:32:1989","TOOLIK:IMNAVAIT:32","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","32",1989,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",7.90935397698801,0.684222137240249,2.46680394524236,4,1,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",45.1612903225806,3.2258064516129,51.6129032258064,0,"Graminoid-Dominated"
5440,"TOOLIK:IMNAVAIT:32:1995","TOOLIK:IMNAVAIT:32","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","32",1995,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",11.6632969677123,0.720376928916602,2.36430533058579,6,0.89977056344343,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",33.3333333333333,0,55.5555555555556,11.1111111111111,"Graminoid-Dominated"
5441,"TOOLIK:IMNAVAIT:32:2001","TOOLIK:IMNAVAIT:32","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","32",2001,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",17.7138016054363,0.623252497959212,2.64480246400635,8,0.787804466334353,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",37.5,6.25,53.125,3.125,"Graminoid-Dominated"
5442,"TOOLIK:IMNAVAIT:32:2007","TOOLIK:IMNAVAIT:32","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","32",2007,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",14.3500951568346,0.8335401584126,2.51621559960504,7,0.919953423231193,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",42.8571428571429,9.52380952380952,45.2380952380952,2.38095238095238,"None"
5443,"TOOLIK:IMNAVAIT:33:1989","TOOLIK:IMNAVAIT:33","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","33",1989,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",18.3795110221526,0.684992929755849,2.04322700991526,8,0.783019506763084,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",5.26315789473684,78.9473684210526,5.26315789473684,10.5263157894737,"Deciduous_Shrub-Dominated"
5444,"TOOLIK:IMNAVAIT:33:1995","TOOLIK:IMNAVAIT:33","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","33",1995,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",15.3643637427772,0.729910440215954,2.52060854832587,9,0.72562524578525,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",15.8730158730159,61.9047619047619,7.93650793650794,14.2857142857143,"Deciduous_Shrub-Dominated"
5445,"TOOLIK:IMNAVAIT:33:2001","TOOLIK:IMNAVAIT:33","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","33",2001,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",14.3132586928703,0.772948577711696,2.55997720804488,7,0.763613247403326,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",15.1515151515152,56.0606060606061,18.1818181818182,10.6060606060606,"Deciduous_Shrub-Dominated"
5446,"TOOLIK:IMNAVAIT:33:2007","TOOLIK:IMNAVAIT:33","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","33",2007,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",15.4819078578476,0.649081720698802,2.8665952002794,7,0.859046248446939,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",9.75609756097561,57.3170731707317,20.7317073170732,12.1951219512195,"Deciduous_Shrub-Dominated"
5447,"TOOLIK:IMNAVAIT:34:1989","TOOLIK:IMNAVAIT:34","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","34",1989,1989,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",11.1706224219206,0.796746715953517,2.55295172592258,5,0.940395022657022,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",19.1489361702128,14.8936170212766,21.2765957446809,44.6808510638298,"None"
5448,"TOOLIK:IMNAVAIT:34:1995","TOOLIK:IMNAVAIT:34","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","34",1995,1989,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",15.467031112851,0.787136114981678,2.50727083108301,7,0.846073800088042,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",20.6896551724138,15.5172413793103,8.62068965517241,55.1724137931034,"Forb-Dominated"
5449,"TOOLIK:IMNAVAIT:34:2007","TOOLIK:IMNAVAIT:34","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","34",2007,1989,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",16.7879223141694,0.652838648348685,2.54249216404977,8,0.802788916211991,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",27.8481012658228,13.9240506329114,26.5822784810127,31.6455696202532,"None"
5450,"TOOLIK:IMNAVAIT:35:1989","TOOLIK:IMNAVAIT:35","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","35",1989,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",20.748884175822,0.623516717748012,2.61746237807399,10,0.818558312558011,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",50,25,5.76923076923077,19.2307692307692,"None"
5451,"TOOLIK:IMNAVAIT:35:1995","TOOLIK:IMNAVAIT:35","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","35",1995,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",18.07204946939,0.687385056540822,2.56164768624224,9,0.804652489708225,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",37.1794871794872,37.1794871794872,12.8205128205128,12.8205128205128,"None"
5452,"TOOLIK:IMNAVAIT:35:2001","TOOLIK:IMNAVAIT:35","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","35",2001,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",20.7488841758221,0.760798579804298,2.55824035750478,10,0.81855831255801,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",33.3333333333333,16.6666666666667,29.4117647058824,20.5882352941176,"None"
5453,"TOOLIK:IMNAVAIT:35:2007","TOOLIK:IMNAVAIT:35","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","35",2007,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",20.748884175822,0.776382013458993,2.27148806731511,10,0.81855831255801,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",15,29,42,14,"None"
5454,"TOOLIK:IMNAVAIT:36:1995","TOOLIK:IMNAVAIT:36","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","36",1995,1995,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",22.6660671622762,0.620620370325999,2.50533191943102,9,0.824101050894673,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",32.2033898305085,35.593220338983,27.1186440677966,5.08474576271186,"None"
5455,"TOOLIK:IMNAVAIT:36:2001","TOOLIK:IMNAVAIT:36","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","36",2001,1995,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",22.3207584611233,0.81944620105274,2.27666684975358,8,0.89370801696049,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",30.5882352941176,30.5882352941177,37.6470588235294,1.17647058823529,"None"
5456,"TOOLIK:IMNAVAIT:36:2007","TOOLIK:IMNAVAIT:36","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","36",2007,1995,2007,3,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",16.7036126384611,0.845709663326687,2.53700054882917,7,0.885965664639287,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",24.2424242424242,34.3434343434343,41.4141414141414,0,"None"
5457,"TOOLIK:IMNAVAIT:37:1989","TOOLIK:IMNAVAIT:37","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","37",1989,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",23.1307429766909,0.673819760299926,2.43100963688711,9,0.829113629934745,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",27.6595744680851,55.3191489361702,8.51063829787234,8.51063829787234,"Deciduous_Shrub-Dominated"
5458,"TOOLIK:IMNAVAIT:37:1995","TOOLIK:IMNAVAIT:37","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","37",1995,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",19.9173467542719,0.758903487967623,2.67187073424889,7,0.869813063914787,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",46.031746031746,39.6825396825397,14.2857142857143,0,"None"
5459,"TOOLIK:IMNAVAIT:37:2001","TOOLIK:IMNAVAIT:37","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","37",2001,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",18.1750229805521,0.736119338262011,2.12976379730097,8,0.813436355999255,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",20,53.3333333333333,25.3333333333333,1.33333333333333,"Deciduous_Shrub-Dominated"
5460,"TOOLIK:IMNAVAIT:37:2007","TOOLIK:IMNAVAIT:37","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","37",2007,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",19.9173467542719,0.661584804182756,2.11618620399882,7,0.869813063914787,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",17.8571428571429,58.3333333333333,23.8095238095238,0,"Deciduous_Shrub-Dominated"
5461,"TOOLIK:IMNAVAIT:38:1989","TOOLIK:IMNAVAIT:38","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","38",1989,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",30.7710387430657,0.682562327999221,2.70486216802669,12,0.792687029675947,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",20,36,30,14,"None"
5462,"TOOLIK:IMNAVAIT:38:1995","TOOLIK:IMNAVAIT:38","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","38",1995,1989,2007,4,"pf_topbot_XY","Point-framing (XY)",1,68.62,-149.28,68.5,-149,"68.5_-149","North America-West",24.4305927269465,0.644124907431236,2.40410693600544,10,0.800184029995981,"Arctic","LOW",899,"MOIST",13939,14.2,-30.3,9.4,-27.2,277,91,110,"continuous",44.2307692307692,13.4615384615385,34.6153846153846,7.69230769230769,"None"
